Année de la campagne de recueil des informations;Code UAI de l’établissement accrédité;Nom officiel (long) de l’établissement accrédité;Nom d’usage de l’établissement accrédité;Adresse de l’établissement accrédité;Complément d’adresse de l’établissement accrédité;Code postal de la ville de l’établissement accrédité;Ville de l’établissement accrédité;Identifiant navette de la mention (INM) de master;Domaine(s) de la mention de master;Intitulé de la mention de master;Mention accréditée ou en cours d’accréditation;Année de début de la période d’accréditation;Année de fin de la période d’accréditation;Mention ouverte ou non ouverte;Etablissement(s) co-accrédité(s) en vue de la délivrance du DNM dans la mention;Inscription des étudiants effectuée ou non par l’établissement dans la mention;Modalités d’enseignement de la mention;Semestre auquel la mention est accessible dans l’établissement accrédité;Existence d’une capacité d’accueil limitée au 1er semestre;Capacité d’accueil limitée au 1er semestre;Licences conseillées pour suivre la formation de la mention;URL de la fiche relative à la mention sur le site internet de l’établissement;etablissement_id_paysage
2021;0755976N;Université de Paris;UNIVERSITE DE PARIS;85 boulevard Saint Michel;;75006;PARIS;1005336A;SCIENCES, TECHNOLOGIES, SANTÉ;Toxicologie et éco-toxicologie;diplôme;2019;2023;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;;https://odf.u-paris.fr/fr/offre-de-formation/master-XB/sciences-technologies-sante-STS/toxicologie-et-ecotoxicologie-K2VOC12D.html;5cZyU
2021;0595964M;Université du Littoral;ULCO;1  PLACE DE L'YSER;;59375;DUNKERQUE CEDEX 1;1502017C;SCIENCES HUMAINES ET SOCIALES;Direction de projets ou établissements culturels;diplôme;2020;2024;1;;;Formation initiale;1er semestre;Oui;22;;;yH19Y
2021;0772894C;Université Gustave Eiffel;;5  BOULEVARD DESCARTES;Campus Marne-la-Vallée - Champs-sur-Marne;77454;MARNE LA VALLEE CEDEX 2;2000175R;SCIENCES HUMAINES ET SOCIALES;Philosophie;diplôme;2020;2024;1;;;Formation continue;1er semestre;Oui;23;;;3Z5e6
2021;0440984F;Université de Nantes;;1  QUAI DE TOURVILLE;;44036;NANTES CEDEX 2;1701641K;DROIT, ECONOMIE, GESTION;Économie et management publics;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;25;;;qUCQp
2021;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1601550R;SCIENCES HUMAINES ET SOCIALES;Mondes médiévaux;diplôme;2016;2021;1;Université Lyon-II,Université de Chambéry,Ecole des hautes études en sciences sociales,Ecole normale supérieure de Lyon;0;Formation initiale;1er semestre;Oui;30;;;7Gzub
2021;0730858L;Université de Chambéry;Université Savoie Mont Blanc;27 rue Marcoz;;73011;CHAMBERY CEDEX;1602282L;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;dossier;2021;;1;Institut polytechnique de Grenoble,Université Grenoble Alpes;0;Formation initiale;1er semestre;Oui;30;;;zCa4j
2021;0772894C;Université Gustave Eiffel;;5  BOULEVARD DESCARTES;Campus Marne-la-Vallée - Champs-sur-Marne;77454;MARNE LA VALLEE CEDEX 2;1502658Z;DROIT, ECONOMIE, GESTION;Gestion des ressources humaines;diplôme;2020;2024;1;Université Paris-XII;0;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;30;;;3Z5e6
2021;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;Bât. E5 & E7 - TSA 71117;86073;POITIERS Cedex 9;1800790J;SCIENCES HUMAINES ET SOCIALES;Sociologie;diplôme;2018;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;;hlX1r
2021;0062205P;Université Côte d'Azur;;28 avenue VALROSE;;06103;NICE CEDEX 2;1800550Y;DROIT, ECONOMIE, GESTION;Comptabilité - contrôle - audit;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;35;Gestion,Administration économique et sociale,Economie et gestion;https://univ-cotedazur.fr/offre-de-formation/master-comptabilite-controle-audit;s3t8T
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800815M;SCIENCES ET TECHNOLOGIES;Réseaux et télécommunication;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;35;Informatique,Physique,Sciences pour l'ingénieur;https://formations.univ-amu.fr/ME5SRT.html;xJdyB
2021;0720916E;Université du Mans;;AVENUE OLIVIER MESSIAEN;;72085;LE MANS CEDEX 9;1702623C;SCIENCES, TECHNOLOGIES, SANTÉ;Staps : activité physique adaptée et santé;diplôme;2017;2021;1;Université de Brest,Université Rennes-II,Université de Poitiers;0;Formation initiale,Formation continue;1er semestre;Oui;35;;;9xlel
2021;0331766R;Université Bordeaux-III;Université Bordeaux Montaigne;DOMAINE UNIVERSITAIRE;;33607;PESSAC CEDEX;1602446P;SCIENCES, TECHNOLOGIES, SANTÉ;Information et médiation scientifique et technique;diplôme;2016;2021;1;Université de Bordeaux;0;Formation initiale;1er semestre;Oui;40;;;Mz90U
2021;0450855K;Université d'Orléans;;Château de la Source, avenue du Parc floral;BP6749;45067;ORLEANS CEDEX 2;1800456W;SCIENCES, TECHNOLOGIES, SANTÉ;Physique appliquée et ingénierie physique;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;40;;;HCBvW
2021;0597065J;Université de Lille;U Lille;42 rue Paul Duez;;59000;LILLE;2000198R;DROIT, ECONOMIE, GESTION;Economie et pilotage des entreprises;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;40;;;U8a0v
2021;0931827F;Université Paris-VIII;;2 rue de la Liberté;;93526;ST DENIS CEDEX;1501799R;SCIENCES HUMAINES ET SOCIALES;Etudes sur le genre;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;Toutes licences;https://www.univ-paris8.fr/-Master-Etudes-sur-le-genre-639-;Uxr7Z
2021;9840349G;Université de la Polynésie française;UPF;PUNAAUIA;;98704;PUNAAUIA;1703455G;DROIT, ECONOMIE, GESTION;Droit public;diplôme;2017;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;;;zepT6
2021;0921204J;Université Paris-X;;200 avenue de la République;;92001;NANTERRE CEDEX;1403080M;DROIT, ECONOMIE, GESTION;Droit public;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;45;;;g6rwB
2021;9710585J;UNIVERSITE DES ANTILLES;;Campus de Fouillole;BP 250;97157;POINTE A PITRE CEDEX;1800994F;SCIENCES HUMAINES ET SOCIALES;Gestion de l'environnement;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;45;;;z3hdL
2021;0640251A;Université de Pau;Université de Pau et des Pays de l'Adour;AVENUE DE L UNIVERSITE;;64012;PAU CEDEX;1602999R;SCIENCES, TECHNOLOGIES, SANTÉ;Chimie et sciences du vivant;diplôme;2016;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;47;;;Mz286
2021;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1602125R;SCIENCES HUMAINES ET SOCIALES;Communication des organisations;diplôme;2016;2021;1;Université Lyon-II;0;Formation initiale;1er semestre;Oui;48;;;7Gzub
2021;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1602826C;DROIT, ECONOMIE, GESTION;Droit international;diplôme;2016;2021;1;;;Formation initiale;1er semestre;Oui;50;;;7Gzub
2021;0931238R;Université Paris-XIII;;AVENUE JEAN BAPTISTE CLEMENT;;93430;VILLETANEUSE;1900363V;CULTURE ET COMMUNICATION;Industries culturelles;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;50;;;cqyN7
2021;9740478B;Université de La Réunion;;15 avenue René Cassin;;97744;ST DENIS CEDEX 9;1501601A;CULTURES, TERRITOIRES ET SOCIÉTÉS PLURIELLES DANS L'OCÉAN INDIEN;Droit public;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;50;Droit;https://ufr-de.univ-reunion.fr/formations/nouvelle-offre-de-formation-2020/2024/droit/master-droit-public;cEt92
2021;0941111X;Université Paris-XII;;61 avenue du Général de Gaulle;;94010;CRETEIL CEDEX;1501718C;SCIENCES, TECHNOLOGIES, SANTÉ;Chimie;diplôme;2020;2024;1;Université Gustave Eiffel;0;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;56;Chimie,Physique, chimie,Sciences de la vie et de la Terre;http://www.u-pec.fr/masters-sciences-technologie-sante-647742.kjsp?;vb71K
2021;0141408E;Université de Caen  Normandie;;ESPLANADE DE LA PAIX;;14032;CAEN CEDEX 5;1702111W;DROIT, ECONOMIE, GESTION;Monnaie, banque, finance, assurance;diplôme;2017;2021;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;59;;;p25Q3
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1301048H;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), encadrement éducatif;diplôme;2018;2022;1;Université d'Avignon;0;Formation initiale,Formation continue;1er semestre;Oui;60;;;xJdyB
2021;0597132G;Université Polytechnique Hauts-de-France;UPHF;;;59300;AULNOY LEZ VALENCIENNES;2000278C;SCIENCES, TECHNOLOGIES, SANTÉ;Qualité, hygiène, sécurité;diplôme;2020;2024;1;Institut National des Sciences Appliquées Hauts-de-France;0;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;60;Sciences pour l'ingénieur,Physique, chimie,Sciences et techniques des activités physiques et sportives,Sciences et technologies,Sciences pour la santé;https://formations.uphf.fr/cdm/program/FR_RNE_0593279U_PR_C5GTQ222;EW53M
2021;0755890V;UNIVERSITE SORBONNE UNIVERSITE;;21 RUE DE L'ECOLE DE MEDECINE;;75006;PARIS;1900277B;SCIENCES, TECHNOLOGIES, SANTÉ;Santé;diplôme;2019;2023;1;;;Formation initiale,Formation continue;1er semestre;Oui;60;;;bxPQe
2021;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;Bât. E5 & E7 - TSA 71117;86073;POITIERS Cedex 9;1800362U;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;diplôme;2018;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;60;;;hlX1r
2021;0490970N;Université d'Angers;;40  RUE DE RENNES;;49035;ANGERS CEDEX 01;1702190G;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;65;;;IXHyv
2021;0141408E;Université de Caen  Normandie;;ESPLANADE DE LA PAIX;;14032;CAEN CEDEX 5;1301307P;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), pratiques et ingénierie de la formation (PIF);diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;70;;;p25Q3
2021;0921204J;Université Paris-X;;200 avenue de la République;;92001;NANTERRE CEDEX;1402953Z;DROIT, ECONOMIE, GESTION;Finance;diplôme;2020;2024;1;;;Formation initiale,Formation à distance,Apprentissage;1er semestre;Oui;70;;;g6rwB
2021;0450855K;Université d'Orléans;;Château de la Source, avenue du Parc floral;BP6749;45067;ORLEANS CEDEX 2;1800505Z;SCIENCES, TECHNOLOGIES, SANTÉ;Méthodes informatiques appliquées à la gestion des entreprises - MIAGE;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;72;Informatique;https://www.univ-orleans.fr/fr/sciences-techniques/formation/informatique/master-miage;HCBvW
2021;0597065J;Université de Lille;U Lille;42 rue Paul Duez;;59000;LILLE;2000114Z;SCIENCES, TECHNOLOGIES, SANTÉ;Physique fondamentale et applications;diplôme;2020;2024;1;Université du Littoral;0;Formation initiale,Formation continue;1er semestre;Oui;75;;;U8a0v
2021;0542493S;Université de Lorraine;Université de Lorraine;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800155U;DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Administration économique et sociale;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;80;Droit,Economie,Gestion,Administration économique et sociale,Economie et gestion;https://formations.univ-lorraine.fr/fr/17-master/s-18/mention_du_diplome-aes_administration_economique_et_sociale/type_de_diplome-master;t6Cq5
2021;7200664J;Université de Corse;;7 AVENUE J NICOLI;;20250;CORTE;1301363A;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;80;;;NLCOF
2021;9740478B;Université de La Réunion;;15 avenue René Cassin;;97744;ST DENIS CEDEX 9;1503121C;CULTURES, TERRITOIRES ET SOCIÉTÉS PLURIELLES DANS L'OCÉAN INDIEN;Monnaie, banque, finance, assurance;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;80;;https://ufr-de.univ-reunion.fr/formations/nouvelle-offre-de-formation-2020/2024/economie-gestion-aes/master-monnaie-banque-finance-assurance;cEt92
2021;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;2000265P;SCIENCES HUMAINES ET SOCIALES;STAPS : management du sport;diplôme;2020;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;85;;;4k25D
2021;0755976N;Université de Paris;UNIVERSITE DE PARIS;85 boulevard Saint Michel;;75006;PARIS;0900845U;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de la terre et des planètes, environnement;diplôme;2019;2023;1;Institut de physique du globe de Paris;0;Formation initiale,Formation continue;1er semestre;Oui;85;;;5cZyU
2021;0311383K;Université Toulouse-II;;5 allées Antonio Machado;;31058;TOULOUSE CEDEX 9;1602412C;ARTS, LETTRES, LANGUES;Lettres;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;90;;;HqAYu
2021;0597065J;Université de Lille;U Lille;42 rue Paul Duez;;59000;LILLE;1501666W;DROIT, ECONOMIE, GESTION;Droit social;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;90;Droit;https://www.univ-lille.fr/formations/typeDiplome/master;U8a0v
2021;0542493S;Université de Lorraine;Université de Lorraine;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800200T;DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Études européennes et internationales;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;100;Droit,Economie,Langues étrangères appliquées,Economie et gestion,Etudes Européennes et Internationales,Sciences et Humanités;http://ceu.univ-lorraine.fr/formations/;t6Cq5
2021;0751717J;Université Paris-I;Université Paris 1;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1604339S;DROIT, ECONOMIE, GESTION|SCIENCES HUMAINES ET SOCIALES;Tourisme;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;100;;;6G2TU
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800870W;ARTS, LETTRES, LANGUES;Arts;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;123;;;xJdyB
2021;0597065J;Université de Lille;U Lille;42 rue Paul Duez;;59000;LILLE;1501138X;DROIT, ECONOMIE, GESTION;Droit public;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;150;Administration publique,Droit,Science politique,Administration économique et sociale;https://www.univ-lille.fr/formations/typeDiplome/master;U8a0v
2021;9710585J;UNIVERSITE DES ANTILLES;;Campus de Fouillole;BP 250;97157;POINTE A PITRE CEDEX;1800939W;ARTS, LETTRES, LANGUES;Langues, littératures et civilisations étrangères et régionales;diplôme;2018;2022;1;;;Formation à distance;1er semestre;Oui;150;;;z3hdL
2021;0342321N;Université de Montpellier;;163 rue AUGUSTE BROUSSONET;;34000;MONTPELLIER;1502890B;SCIENCES, TECHNOLOGIES, SANTÉ;Informatique;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;160;Administration publique,Droit,Economie,Gestion,Science politique,Sciences sanitaires et sociales,Psychologie,Sociologie,Chimie,Informatique,Mathématiques,Mécanique,Physique,Sciences pour l'ingénieur,Physique, chimie,Administration économique et sociale,Economie et gestion,Humanités,Electronique, énergie électrique, automatique,Génie civil,Mathématiques et informatique appliquées aux sciences humaines et sociales,Sciences de la Terre,Sciences de la vie,Sciences de la vie et de la Terre,Sciences et techniques des activités physiques et sportives,Sciences et technologies,Sciences pour la santé;https://formations.umontpellier.fr/odf/informatique.html;evv7S
2021;0751719L;Université Paris-III;Université Sorbonne Nouvelle - Paris III;8, Avenue de Saint-Mandé;;75012;PARIS;1900135X;ARTS, LETTRES, LANGUES;Théâtre;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;160;Arts du spectacle,Toutes licences;http://www.univ-paris3.fr/master-1-etudes-theatrales-68715.kjsp;8k883
2021;0730858L;Université de Chambéry;Université Savoie Mont Blanc;27 rue Marcoz;;73011;CHAMBERY CEDEX;1603215A;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2021;2025;1;Université Grenoble Alpes;0;Formation initiale,Alternance;1er semestre;Oui;170;;;zCa4j
2021;0311383K;Université Toulouse-II;;5 allées Antonio Machado;;31058;TOULOUSE CEDEX 9;1602447R;ARTS, LETTRES, LANGUES;Philosophie;dossier;2021;;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;180;;;HqAYu
2021;0941111X;Université Paris-XII;;61 avenue du Général de Gaulle;;94010;CRETEIL CEDEX;1501430P;DROIT, ECONOMIE, GESTION;Management et commerce international;diplôme;2020;2024;1;;;Formation initiale,Alternance,Apprentissage;1er semestre;Oui;230;;;vb71K
2021;0755890V;UNIVERSITE SORBONNE UNIVERSITE;;21 RUE DE L'ECOLE DE MEDECINE;;75006;PARIS;1900282G;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;350;;;bxPQe
2021;0062205P;Université Côte d'Azur;;28 avenue VALROSE;;06103;NICE CEDEX 2;1302652B;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2021;2022;1;Université de Toulon;0;Formation initiale,Formation continue;1er semestre;Oui;475;;;s3t8T
2021;0133774G;Ecole centrale de Marseille;Centrale Marseille;38 RUE JOLIOT CURIE;38, rue Frédéric Joliot-Curie;13451;MARSEILLE CEDEX 13;1800803Y;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques appliquées, statistique;diplôme;2018;2022;1;Université d'Aix-Marseille;0;Formation initiale;3ème semestre;Sans objet;;;https://www.centrale-marseille.fr/;1tI7C
2021;0310153Y;Ecole nationale vétérinaire de Toulouse;ENVT;23  CHEMIN DES CAPELLES;;31076;TOULOUSE CEDEX 3;2100117C;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences du médicament et des produits de santé;dossier;2021;;0;Institut national polytechnique de Toulouse,Université Toulouse-III;0;;3ème semestre;Sans objet;;;;wkykl
2021;0311256X;Ecole nationale de l'aviation civile de Toulouse;;7  AVENUE EDOUARD BELIN;;31055;TOULOUSE CEDEX 4;1601224L;SCIENCES, TECHNOLOGIES, SANTÉ;Réseaux et télécommunication;dossier;2021;;1;Institut national des sciences appliquées de Toulouse,Institut national polytechnique de Toulouse,Université Toulouse-III,Institut supérieur de l'aéronautique et de l'espace (ISAE);0;Formation initiale;3ème semestre;Sans objet;;;;JQKHK
2021;0352440M;Ecole normale supérieure de Rennes;;AVENUE ROBERT SCHUMAN;CAMPUS DE KER LANN;35170;BRUZ;1702640W;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie des systèmes complexes;diplôme;2017;2021;1;Université Rennes-I;1;Formation initiale;1er semestre;Non;;Mécanique,Electronique, énergie électrique, automatique;http://www.mecatronique.ens-rennes.fr/;j5bS4
2021;0632035V;Université Clermont Auvergne;;49 boulevard François Mitterrand;49 Bld François Mitterand;63001;CLERMONT FERRAND CEDEX 1;2100024B;DROIT, ECONOMIE, GESTION;Méthodes informatiques appliquées à la gestion des entreprises - MIAGE;dossier;2021;;0;;;;;Sans objet;;;;K4lR3
2021;0690193K;Institut d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement;;1 AVENUE BOURGELAT;;69280;MARCY L ETOILE;2100012P;SCIENCES, TECHNOLOGIES, SANTÉ;Plant and animal sciences facing new challenge;dossier;2021;;1;Ecole nationale supérieure des sciences agronomiques de Bordeaux Aquitaine,Université de Lorraine,Université Clermont Auvergne;1;;;;;;;5cuYU
2021;0691775E;Université Lyon-II;Université Lumière Lyon 2;18  QUAI CLAUDE BERNARD;;69365;LYON CEDEX 07;1602401R;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), encadrement éducatif;diplôme;2021;2025;0;Université de Saint-Etienne,Université Lyon-I,Université Lyon-III;1;;1er semestre;Sans objet;;Toutes licences;http://espe.univ-lyon1.fr/;CUBKB
2021;0755661W;Institut mines télécom;;46  RUE BARRAULT;;75634;PARIS CEDEX 13;1601554V;SCIENCES, TECHNOLOGIES, SANTÉ;Energie;dossier;2021;;0;Institut national des sciences appliquées de Toulouse,Institut national polytechnique de Toulouse,Université Toulouse-III,Ecole nationale supérieure des mines d'Albi-Carmaux,Institut supérieur de l'aéronautique et de l'espace (ISAE);0;Formation initiale;1er semestre;Sans objet;;;;6Th4v
2020;0134009M;Université d'Aix-Marseille;;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800863P;SCIENCES HUMAINES ET SOCIALES;Géographie, aménagement, environnement et développement;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;Géographie et aménagement;https://formations.univ-amu.fr/ME5HGA.html;xJdyB
